10.925,69.171,-0.344
10.950,69.011,-0.331
10.975,69.253,-0.318
11.000,69.278,-0.305
11.025,69.381,-0.292
11.050,69.345,-0.279
11.075,69.474,-0.266
11.100,69.317,-0.253
11.125,69.561, 0.708
11.150,69.406, 0.721
11.175,69.210, 0.733
11.200,69.384, 0.746
11.225,69.517, 0.759
11.250,69.232, 0.771
11.275,68.881, 0.784
11.300,69.127, 0.797
11.325,69.009, 0.809
11.350,69.258, 0.822
11.375,69.131, 0.835
11.400,69.173, 0.848
11.425,69.186, 0.860
11.450,68.943, 0.873
11.475,69.059, 0.886
11.500,69.074, 0.899
11.525,69.158, 0.911
