1275,0.019,-0.025,1.005,-2.427,2.8,-94.197
1300,0.017,-0.028,1.003,-2.497,1.47,-95.06
1325,0.024,-0.021,1.014,-1.727,1.727,-94.5
1350,0.037,-0.026,0.998,-2.007,1.96,-93.893
1375,0.043,-0.024,1.007,-2.263,2.17,-94.127
1400,0.035,-0.03,1.009,-1.937,2.917,-93.077
1425,0.03,-0.024,1.009,-1.307,4.13,-92.283
1450,0.023,-0.027,1.009,-1.82,4.97,-92.26
1475,0.031,-0.023,1.006,-0.933,5.367,-91.793
1500,0.03,-0.023,1.006,-0.863,4.41,-91.373
1525,0.031,-0.027,1.004,-1.493,3.967,-90.93
1550,0.027,-0.024,1.005,-1.61,3.71,-91.047
1575,0.023,-0.022,1.004,-2.123,3.15,-90.813
1600,0.024,-0.028,1.009,-2.963,2.613,-90.697
1625,0.026,-0.027,1.004,-3.22,2.45,-91.023
1650,0.027,-0.031,1.003,-2.917,2.73,-91.84
1675,0.028,-0.029,1.007,-2.17,3.22,-91.537
1700,0.028,-0.026,1.009,-2.333,3.547,-92.657
1725,0.024,-0.028,1.009,-2.497,3.57,-92.89
1750,0.021,-0.03,1.008,-1.307,4.34,-93.497
1775,0.023,-0.029,1.006,-0.723,4.503,-93.66
1800,0.019,-0.023,1.007,-0.607,4.527,-95.247
1825,0.018,-0.022,1.011,-1.307,4.317,-96.437
1850,0.014,-0.027,1.003,-1.82,3.827,-97.79
1875,0.017,-0.026,1.01,-1.493,3.22,-98.63
1900,0.022,-0.033,0.994,-1.96,2.94,-99.54
1925,0.025,-0.016,1.013,-2.917,2.613,-101.057
1950,0.015,-0.032,1.004,-2.8,3.687,-101.943
1975,0.009,-0.014,1.014,-2.45,3.57,-102.947
2000,0.014,-0.036,1.012,-3.15,4.2,-104.58
2025,0.029,-0.018,0.996,-1.727,3.757,-105
2050,0.03,-0.024,1.02,-1.657,5.11,-105.63
2075,0.015,-0.02,0.997,-1.797,5.087,-106.213
2100,0.015,-0.006,1.016,-2.193,4.223,-105.863
2125,0.031,-0.01,1.005,-1.937,4.363,-105.84
2150,0.028,-0.018,1.009,-2.007,4.457,-105.303
2175,0.025,-0.015,1.004,-2.497,3.547,-104.65
2200,0.029,-0.017,1.006,-3.337,3.29,-105.583
2225,0.016,-0.018,1.006,-2.543,3.29,-104.37
2250,0.026,-0.024,1.015,-2.1,3.243,-103.553
2275,0.022,-0.02,1.002,-2.567,3.08,-103.483
2300,0.026,-0.02,1.015,-2.217,3.103,-103.25
2325,0.031,-0.023,1.002,-1.05,4.363,-102.83
2350,0.024,-0.016,1.008,-1.937,4.317,-102.573
2375,0.026,-0.021,1.012,-1.983,4.667,-102.62
2400,0.023,-0.021,1.007,-2.31,4.223,-102.037
2425,0.023,-0.02,1.007,-2.077,4.363,-101.15
2450,0.021,-0.022,1.001,-1.937,3.873,-100.94
2475,0.024,-0.022,1.011,-3.57,3.523,-101.383
2500,0.023,-0.018,1.006,-2.847,3.477,-101.08
2525,0.024,-0.022,1.009,-2.52,3.523,-100.543
2550,0.025,-0.021,1.01,-3.43,3.127,-100.87
2575,0.026,-0.022,1.006,-2.847,3.197,-100.38
2600,0.026,-0.021,1.008,-1.867,3.71,-99.633
2625,0.026,-0.023,1.006,-2.59,3.337,-99.61
2650,0.027,-0.02,1.006,-2.333,3.593,-99.587
2675,0.025,-0.022,1.006,-0.91,4.013,-98.84
2700,0.029,-0.028,1.003,-1.447,3.943,-98.63
2725,0.02,-0.021,1.01,-0.957,3.78,-97.72
2750,0.018,-0.024,1.008,-1.773,2.683,-97.487
2775,0.036,-0.02,1.01,-1.027,2.94,-96.997
2800,0.034,-0.012,1.002,-1.493,2.823,-95.34
2825,0.029,-0.028,1.006,-2.287,3.103,-95.83
2850,0.023,-0.026,1.007,-2.543,2.613,-95.317
2875,0.015,-0.03,1.007,-1.447,3.29,-94.5
2900,0.028,-0.031,1.007,-1.657,3.733,-94.803
2925,0.027,-0.024,1.006,-1.983,3.337,-94.757
2950,0.032,-0.021,1.009,-1.423,4.317,-94.057
2975,0.026,-0.022,1.01,-1.75,4.247,-93.613
3000,0.027,-0.026,1.004,-2.287,4.06,-92.703
3025,0.019,-0.029,1.005,-2.66,3.547,-92.937
3050,0.027,-0.028,1.004,-2.263,2.963,-93.45
3075,0.021,-0.026,1.006,-1.773,3.267,-92.82
3100,0.026,-0.023,1.005,-1.867,2.963,-93.333
3125,0.036,-0.039,1.002,-2.987,2.333,-93.94
3150,0.027,-0.035,1.003,-1.353,2.637,-93.31
3175,0.009,-0.023,1.018,-1.633,3.453,-92.913
3200,0.021,-0.025,1.009,-1.027,2.987,-92.913
3225,0.04,-0.02,1.003,-0.63,3.873,-92.143
3250,0.038,-0.03,1.008,-0.933,4.177,-91.117
3275,0.031,-0.027,1.006,-1.587,4.013,-91.023
3300,0.015,-0.03,1.004,-1.773,3.92,-90.673
3325,0.03,-0.028,1.003,-1.983,2.45,-89.623
3350,0.034,-0.027,0.998,-1.54,2.987,-88.83
3375,0.037,-0.025,1.01,-2.24,3.22,-88.55
3400,0.023,-0.03,1.006,-3.057,3.337,-88.317
3425,0.021,-0.031,1.014,-1.983,2.73,-87.71
3450,0.028,-0.033,1.007,-1.353,3.407,-86.777
3475,0.031,-0.032,1.007,-2.053,3.453,-86.543
3500,0.034,-0.028,1.009,-1.517,3.57,-86.24
3525,0.028,-0.032,1.005,-1.657,3.803,-85.167
3550,0.027,-0.03,1.011,-2.007,3.43,-84.887
3575,0.022,-0.031,1.005,-1.447,3.547,-84.677
3600,0.029,-0.03,1.01,-0.91,2.753,-83.627
3625,0.032,-0.031,1.004,-0.537,2.753,-82.437
3650,0.029,-0.031,1.008,-1.26,2.707,-81.667
3675,0.027,-0.034,1.007,-1.843,2.707,-81.55
3700,0.03,-0.034,1.009,-1.657,2.287,-81.06
3725,0.031,-0.032,1.007,-0.933,3.127,-80.337
3750,0.033,-0.033,1.006,-2.053,3.033,-79.473
3775,0.034,-0.034,1.007,-1.61,3.127,-79.193
3800,0.032,-0.036,1.008,-1.237,3.477,-78.33
3825,0.029,-0.036,1.005,-1.447,3.313,-77.793
3850,0.031,-0.033,1.006,-2.193,3.267,-77.537
3875,0.031,-0.03,1.007,-0.77,3.313,-76.93
3900,0.033,-0.031,1.006,-1.283,3.477,-75.997
3925,0.031,-0.036,1.006,-0.723,2.707,-75.46
3950,0.032,-0.037,1.005,-1.633,2.45,-75.273
3975,0.033,-0.035,1.007,-1.097,3.15,-74.177
4000,0.033,-0.033,1.007,-1.447,2.59,-73.103
4025,0.034,-0.032,1.002,-1.54,2.613,-72.987
4050,0.031,-0.036,1.007,-1.097,2.543,-72.007
4075,0.032,-0.037,1.004,-0.607,2.987,-71.657
4100,0.035,-0.034,1.007,-0.63,2.847,-71.213
4125,0.034,-0.036,1.005,-1.073,2.427,-70.373
4150,0.032,-0.036,1.005,-0.723,3.01,-69.417
4175,0.032,-0.036,1.008,-0.84,2.963,-68.787
4200,0.034,-0.036,1.006,-1.073,2.8,-67.807
4225,0.032,-0.035,1.005,-1.867,2.007,-68.11
4250,0.033,-0.036,1.002,-1.47,2.403,-67.433
4275,0.032,-0.037,1.008,-1.4,2.333,-66.453
4300,0.035,-0.039,1.004,-2.17,2.38,-66.173
4325,0.032,-0.036,1.003,-2.427,2.38,-65.963
4350,0.036,-0.036,1.006,-1.12,2.613,-65.03
4375,0.033,-0.04,1.006,-1.353,2.917,-64.073
4400,0.035,-0.038,1.005,-1.19,2.24,-63.793
4425,0.033,-0.038,1.002,-0.467,2.357,-62.907
4450,0.034,-0.038,1.007,0.093,2.45,-62.347
4475,0.034,-0.036,1.004,-0.747,2.357,-62.067
4500,0.033,-0.038,1.005,-0.723,2.03,-61.343
4525,0.034,-0.04,1.005,-1.167,1.657,-60.48
4550,0.034,-0.037,1.003,-0.257,1.773,-59.85
4575,0.034,-0.038,1.007,-0.84,2.24,-59.337
4600,0.038,-0.04,1.003,-1.283,2.077,-58.847
4625,0.032,-0.04,1.008,-1.097,2.1,-58.24
4650,0.033,-0.037,1.005,-1.027,2.637,-57.657
4675,0.035,-0.039,1.006,-1.68,2.357,-57.33
4700,0.035,-0.037,1.003,-1.517,2.287,-56.793
4725,0.034,-0.039,1.007,-0.677,2.473,-56.233
4750,0.032,-0.043,1.007,-1.47,2.45,-55.113
4775,0.035,-0.04,1.004,-1.423,2.03,-55.253
4800,0.036,-0.04,1.01,-1.47,1.633,-54.227
4825,0.034,-0.04,1.004,-0.257,1.447,-53.597
4850,0.035,-0.04,1.004,-0.233,1.587,-53.107
4875,0.033,-0.04,1.005,-0.933,1.097,-52.85
4900,0.035,-0.042,1.008,0.21,1.913,-51.777
4925,0.035,-0.04,1.006,0.303,2.03,-51.427
4950,0.038,-0.042,1.007,-0.607,2.17,-50.96
4975,0.035,-0.039,1.002,-0.303,1.61,-50.75
5000,0.035,-0.04,1.009,0.047,2.24,-49.7
5025,0.033,-0.042,1.005,-0.257,1.937,-49.443
5050,0.031,-0.042,1.008,-1.097,1.47,-49.07
5075,0.031,-0.045,1.006,-0.373,1.913,-47.647
5100,0.046,-0.047,1,-0.77,1.493,-47.717
5125,0.035,-0.043,1.009,-1.05,2.053,-47.787
5150,0.02,-0.029,1.013,-0.747,2.52,-48.58
5175,0.012,-0.047,1.009,-1.027,2.03,-49.163
5200,0.026,-0.048,1.002,0.303,2.1,-49.77
5225,0.033,-0.049,1.004,0.327,2.31,-50.423
5250,0.037,-0.044,1.001,-0.35,2.287,-51.893
5275,0.023,-0.035,1.011,0.187,1.797,-52.757
5300,0.013,-0.044,1.005,-0.537,1.68,-53.457
5325,0.022,-0.048,1.003,-0.817,1.493,-54.507
5350,0.025,-0.042,1.006,-0.723,1.773,-55.767
5375,0.035,-0.039,1.005,0.35,1.657,-56.537
5400,0.019,-0.038,1.006,-1.05,1.703,-58.287
5425,0.021,-0.044,1.007,-1.633,2.45,-59.593
5450,0.023,-0.045,1.002,-1.213,2.263,-60.27
5475,0.027,-0.042,1.006,-0.583,2.707,-61.273
5500,0.037,-0.041,1.006,-0.863,2.59,-62.23
5525,0.024,-0.036,1.003,-1.587,2.45,-63.537
5550,0.023,-0.036,1.01,-0.77,2.52,-64.423
5575,0.019,-0.038,1,-0.327,2.59,-64.843
5600,0.024,-0.045,1.011,-0.583,2.31,-66.383
5625,0.023,-0.04,1.005,-1.587,2.147,-67.9
5650,0.022,-0.036,1.008,-0.653,2.403,-68.95
5675,0.019,-0.038,1.006,-1.283,2.73,-70.257
5700,0.024,-0.036,1.01,-0.817,2.497,-72.007
5725,0.023,-0.038,1.005,-0.793,2.52,-72.893
5750,0.024,-0.038,1.004,-0.607,2.73,-74.97
5775,0.02,-0.036,1.004,-0.49,2.893,-75.577
5800,0.02,-0.035,1.006,-1.727,3.197,-77.49
5825,0.022,-0.033,1.008,-1.657,3.243,-78.447
5850,0.026,-0.033,1.003,-1.633,3.313,-79.123
5875,0.022,-0.033,1.008,-1.75,3.43,-80.663
5900,0.024,-0.034,1.004,-2.893,2.497,-81.503
5925,0.024,-0.032,1.005,-1.33,2.73,-81.9
5950,0.021,-0.034,1.007,-1.89,3.29,-82.343
5975,0.028,-0.033,1.006,-2.17,2.683,-83.953
6000,0.023,-0.028,1.01,-1.26,2.893,-84.42
6025,0.019,-0.029,1.01,-1.283,3.197,-85.423
6050,0.022,-0.03,1.004,-0.56,3.593,-85.75
6075,0.027,-0.033,1.004,-1.237,3.64,-86.427
6100,0.025,-0.029,1.007,-1.82,2.917,-87.337
6125,0.022,-0.028,1.009,-1.353,3.757,-87.64
6150,0.019,-0.028,1.007,-1.47,3.29,-88.293
6175,0.021,-0.03,1.004,-2.847,3.127,-89.53
6200,0.02,-0.029,1.005,-2.263,3.407,-89.833
6225,0.022,-0.027,1.009,-1.843,3.337,-90.09
6250,0.024,-0.029,1.008,-2.497,3.453,-90.907
6275,0.024,-0.025,1.008,-2.987,3.08,-91.397
6300,0.029,-0.03,1.002,-2.777,3.29,-91.91
6325,0.026,-0.025,1.009,-1.493,3.383,-91.887
6350,0.024,-0.027,1.006,-1.097,3.383,-91.327
6375,0.022,-0.023,1.007,-1.703,3.617,-92.097
6400,0.022,-0.025,1.01,-1.283,3.547,-91.77
6425,0.032,-0.029,1.001,-0.327,3.757,-91.513
6450,0.029,-0.022,1.008,-1.447,2.847,-91.42
6475,0.035,-0.025,1.008,-1.237,3.313,-90.627
6500,0.028,-0.026,0.999,-0.887,3.477,-89.88
6525,0.026,-0.021,1.015,-2.707,2.94,-89.927
6550,0.03,-0.026,1.004,-2.567,2.683,-90.02
6575,0.025,-0.026,1.009,-1.797,3.243,-89.53
6600,0.029,-0.027,1.004,-2.053,3.36,-89.367
6625,0.028,-0.027,1.007,-1.353,3.803,-88.923
6650,0.023,-0.026,1.007,-2.73,3.99,-88.783
6675,0.027,-0.025,1.004,-2.31,3.5,-88.853
6700,0.024,-0.027,1.01,-1.33,3.593,-88.317
6725,0.026,-0.028,1.005,-1.4,3.663,-87.57
6750,0.029,-0.026,1.008,-2.053,2.917,-88.06
6775,0.026,-0.027,1.007,-0.84,2.94,-87.313
6800,0.029,-0.031,1.005,-0.77,2.94,-86.543
6825,0.025,-0.028,1.01,-2.053,2.543,-86.357
6850,0.029,-0.025,1.008,-1.587,2.893,-86.193
6875,0.03,-0.025,1.007,-1.587,3.197,-85.213
6900,0.025,-0.03,1.005,-1.657,3.407,-85.283
6925,0.03,-0.029,1.007,-1.213,3.733,-85.097
6950,0.033,-0.031,1.007,-2.287,3.897,-85.097
6975,0.032,-0.024,1.003,-1.82,3.15,-83.72
7000,0.03,-0.021,1.011,-0.957,3.617,-82.763
7025,0.032,-0.022,1.006,-2.03,3.453,-82.32
7050,0.027,-0.026,1.007,-2.24,2.637,-81.153
7075,0.032,-0.027,1.005,-1.423,2.73,-79.917
7100,0.032,-0.035,1.006,-1.12,2.613,-79.217
7125,0.024,-0.026,1.007,-1.307,2.123,-79.31
7150,0.03,-0.029,1.014,-0.887,2.17,-78.657
7175,0.027,-0.034,1.002,-1.05,2.637,-77.793
7200,0.026,-0.035,1.007,-1.003,3.15,-77.303
7225,0.029,-0.033,1.001,-1.633,3.15,-77.14
7250,0.03,-0.03,1.01,-1.703,2.87,-77.233
7275,0.026,-0.027,1.001,-1.377,3.407,-76.323
7300,0.026,-0.033,1.01,-1.517,3.36,-75.833
7325,0.025,-0.033,1.001,-1.283,2.66,-76.207
7350,0.033,-0.035,1.007,-1.447,2.543,-74.877
7375,0.029,-0.032,1.007,-1.283,2.73,-74.947
7400,0.029,-0.028,1.006,-2.123,2.077,-74.783
7425,0.029,-0.032,1.006,-1.19,2.38,-74.27
7450,0.029,-0.036,1.006,-0.863,2.193,-73.897
7475,0.035,-0.038,1.008,-1.237,2.38,-73.243
7500,0.031,-0.032,1.01,-0.49,3.29,-72.147
7525,0.028,-0.021,1.008,-1.05,2.87,-72.1
7550,0.031,-0.037,1.004,-1.26,2.683,-71.353
7575,0.03,-0.037,1.004,-0.98,2.87,-70.7
7600,0.031,-0.037,1.005,-2.03,2.987,-70.723
7625,0.028,-0.037,1,-1.517,2.543,-70.63
7650,0.029,-0.028,1.01,-1.447,2.707,-69.79
7675,0.031,-0.034,1.004,-1.727,2.17,-69.533
7700,0.033,-0.033,1.004,-1.797,2.17,-69.557
7725,0.03,-0.039,1.007,-1.797,2.263,-68.927
7750,0.026,-0.033,1.007,-0.98,2.777,-68.623
7775,0.027,-0.036,1.013,-1.773,2.893,-69.207
7800,0.032,-0.037,1.003,-1.68,2.403,-68.927
7825,0.021,-0.034,1.009,-1.027,2.637,-69.487
7850,0.021,-0.043,1.002,-0.537,2.753,-68.903
7875,0.028,-0.041,1.007,-0.537,2.263,-69.3
7900,0.028,-0.038,1.006,-1.237,2.823,-70.21
7925,0.029,-0.031,1.006,-0.887,2.8,-69.907
7950,0.026,-0.033,1.011,-1.4,2.987,-69.347
7975,0.031,-0.036,1.004,-2.45,2.8,-69.697
8000,0.026,-0.039,1.01,-2.357,2.473,-70.187
8025,0.031,-0.038,1.007,-1.307,2.66,-69.417
8050,0.03,-0.044,1.005,-1.027,2.917,-70.07
8100,0.029,-0.04,1.008,-0.793,2.357,-69.86
8125,0.029,-0.043,1.001,-0.957,2.287,-69.65
8150,0.033,-0.032,1.007,-0.35,2.543,-69.463
8175,0.026,-0.035,1.004,-1.353,2.473,-69.067
8200,0.034,-0.033,1.006,-0.7,1.96,-68.39
8225,0.032,-0.032,1.008,-0.723,2.45,-67.317
8250,0.033,-0.035,1.008,-0.98,2.73,-67.153
8275,0.032,-0.038,1.007,-1.493,2.59,-66.57
8300,0.028,-0.041,1.006,-1.12,2.287,-66.173
8325,0.033,-0.041,1.006,-1.237,2.777,-65.38
8350,0.033,-0.038,1.006,-2.497,2.8,-64.843
8375,0.035,-0.037,1.006,-1.237,2.683,-64.727
8400,0.03,-0.038,1.008,-1.423,2.17,-63.747
8425,0.036,-0.038,1.007,-0.21,2.38,-62.813
8450,0.032,-0.038,1.004,-0.91,2.1,-62.417
8475,0.034,-0.038,1.005,-0.91,1.703,-61.693
8500,0.031,-0.039,1.004,-0.42,1.937,-61.203
8525,0.033,-0.037,1.005,0.047,2.217,-60.503
8550,0.034,-0.04,1.003,-0.91,2.38,-59.733
8575,0.031,-0.039,1.004,-0.723,1.657,-58.987
8600,0.037,-0.038,1.003,-0.607,2.45,-58.193
8625,0.033,-0.042,1.005,-1.003,2.403,-57.773
8650,0.032,-0.038,1.006,-1.657,2.473,-57.867
8675,0.033,-0.041,1.008,-1.05,1.937,-57.143
8700,0.034,-0.042,1.007,-1.26,1.96,-56.023
8725,0.033,-0.039,1.007,-0.397,2.263,-55.02
8750,0.033,-0.04,1.004,-0.373,1.89,-54.693
8775,0.032,-0.042,1.006,-1.027,1.61,-54.413
8800,0.032,-0.039,1.005,-0.187,1.913,-53.853
8825,0.033,-0.04,1.008,-0.117,2.147,-52.897
8850,0.034,-0.042,1.005,-0.793,1.587,-52.523
8875,0.034,-0.042,1.006,-0.07,1.937,-51.847
8900,0.037,-0.042,1.008,-0.187,1.797,-50.89
8925,0.037,-0.039,1.006,-0.723,2.497,-50.377
8950,0.035,-0.042,1.006,-1.54,1.54,-50.47
8975,0.036,-0.045,1.005,-0.63,2.24,-49.14
9000,0.035,-0.04,1.006,-0.373,1.89,-48.09
9025,0.035,-0.042,1.007,-1.19,1.773,-48.16
9050,0.033,-0.044,1.008,-0.63,1.19,-47.717
9075,0.033,-0.042,1.004,-0.093,1.517,-46.62
9100,0.035,-0.042,1.006,-0.07,1.96,-46.2
9125,0.031,-0.042,1.002,-0.793,1.517,-45.407
9150,0.035,-0.044,1.006,-0.42,1.167,-45.547
9175,0.036,-0.046,1.005,0.163,1.587,-44.333
9200,0.036,-0.046,1.004,-0.373,1.797,-43.47
9225,0.035,-0.045,1.005,-1.097,1.493,-42.84
9250,0.037,-0.044,1.003,-0.513,1.4,-42.21
9275,0.035,-0.042,1.004,-0.047,1.797,-41.58
9300,0.035,-0.044,1.008,-1.213,1.377,-41.137
9325,0.035,-0.044,1.007,-0.863,1.773,-40.927
9350,0.034,-0.047,1.005,-0.863,1.213,-40.32
9375,0.038,-0.047,1.006,-0.07,1.657,-39.807
9400,0.034,-0.044,1.007,-0.373,1.4,-38.85
9425,0.036,-0.043,1.006,-0.84,0.98,-38.617
9450,0.037,-0.044,1.006,0.257,0.84,-37.917
9475,0.036,-0.046,1.006,0.653,1.657,-36.773
9500,0.034,-0.045,1.005,0.023,1.353,-36.447
9525,0.035,-0.044,1.005,-0.327,0.817,-36.283
9550,0.035,-0.043,1.008,0.093,1.26,-34.697
9575,0.037,-0.044,1.004,0,1.517,-34.113
9600,0.032,-0.043,1.004,-0.467,1.563,-33.903
9625,0.034,-0.047,1.006,-0.537,1.353,-33.087
9650,0.034,-0.045,1.008,-0.84,1.283,-33.063
9675,0.035,-0.047,1.005,0.187,1.003,-32.083
9700,0.035,-0.049,1.005,0.327,1.237,-31.337
9725,0.038,-0.045,1.007,-0.817,0.91,-31.29
9750,0.035,-0.045,1.004,0.257,1.027,-30.1
9775,0.037,-0.045,1.004,0.467,1.4,-29.493
9800,0.037,-0.048,1.005,-0.07,1.213,-28.933
9825,0.038,-0.046,1.005,0.467,0.7,-28.35
9850,0.034,-0.047,1.004,0.28,1.167,-27.323
9875,0.035,-0.046,1.001,-0.467,0.863,-27.23
9900,0.039,-0.045,1.007,-0.047,1.213,-26.32
9925,0.036,-0.046,1.004,-0.933,0.863,-26.25
9950,0.035,-0.048,1.007,-0.28,0.933,-25.9
9975,0.037,-0.049,1.005,-0.467,1.353,-24.873
10000,0.035,-0.048,1.003,-0.513,0.84,-24.873
10025,0.039,-0.053,1.006,0.117,0.56,-23.94
10050,0.036,-0.039,1.004,1.307,0.863,-22.867
10075,0.041,-0.053,1.009,0.443,0.84,-22.54
10100,0.04,-0.052,0.998,0.233,0.537,-23.473
10125,0.022,-0.055,1.011,0.607,0.817,-23.333
10150,0.013,-0.049,1.005,1.097,1.493,-23.987
10175,0.021,-0.042,1.01,0.257,1.75,-26.04
10200,0.028,-0.05,0.997,-0.023,1.4,-28.98
10225,0.022,-0.051,1.01,-0.677,1.633,-30.38
10250,0.023,-0.054,1.003,-0.07,1.493,-32.597
10275,0.017,-0.05,1.006,-0.42,1.33,-34.393
10300,0.012,-0.05,1.004,-0.957,0.607,-37.357
10325,0.016,-0.045,1.01,-0.583,0.63,-39.41
10350,0.013,-0.046,1.002,0.14,1.4,-41.37
10375,0.024,-0.051,1.006,-0.583,1.377,-43.563
10400,0.026,-0.052,1.007,-0.653,1.237,-46.037
10425,0.019,-0.049,1.002,-0.023,1.68,-47.157
10450,0.019,-0.042,1.007,-0.163,1.937,-48.51
10475,0.023,-0.044,1.004,-1.027,1.983,-51.007
10500,0.03,-0.044,1.008,-1.097,0.84,-51.823
10525,0.027,-0.042,1.004,-2.24,1.773,-54.11
10550,0.024,-0.043,1.006,-1.073,2.73,-54.553
10575,0.025,-0.042,1.005,-1.563,2.217,-55.883
10600,0.029,-0.043,1.004,-1.423,1.657,-56.047
10625,0.029,-0.041,1.005,-1.237,1.867,-56.327
10650,0.029,-0.044,1.008,-0.257,1.89,-56.98
10675,0.028,-0.041,1.005,-0.933,1.47,-58.31
10700,0.025,-0.047,1.01,-0.747,1.82,-58.38
10725,0.026,-0.039,1.004,-0.187,2.24,-59.267
10750,0.023,-0.04,1.007,-1.05,2.567,-59.99
10775,0.026,-0.04,1,-0.77,2.497,-60.877
10800,0.02,-0.04,1.007,-1.447,2.427,-63.163
10825,0.021,-0.037,1.004,-1.19,2.59,-63.653
10850,0.026,-0.036,1.009,-0.957,3.033,-64.727
10875,0.027,-0.042,1,-1.913,2.077,-65.893
10900,0.031,-0.038,1.011,-1.937,1.937,-66.617
10925,0.022,-0.038,1.004,-1.12,2.31,-67.2
10950,0.025,-0.035,1.012,-1.54,2.123,-68.04
10975,0.03,-0.037,1.007,-1.353,1.96,-68.787
11000,0.03,-0.039,1.004,-0.607,2.123,-69.043
11025,0.035,-0.034,1.008,-0.56,2.52,-69.23
11050,0.028,-0.035,1.002,-1.377,2.963,-69.93
11075,0.029,-0.035,1.011,-1.377,2.333,-69.393
11100,0.026,-0.038,1.004,-2.287,3.22,-70.21
11125,0.034,-0.036,1.007,-1.213,3.173,-69.86
11150,0.032,-0.035,1.007,-1.68,2.753,-69.463
11175,0.032,-0.035,1.006,-2.03,2.1,-70.047
11200,0.031,-0.035,1.004,-1.33,2.427,-69.58
11225,0.03,-0.036,1.006,-0.84,2.59,-69.393
11250,0.029,-0.035,1.006,-0.817,2.52,-69.02
11275,0.029,-0.039,1.004,-1.447,2.24,-70.07
11300,0.03,-0.037,1.004,-0.793,2.707,-70.187
11325,0.029,-0.037,1.004,-0.397,3.127,-69.487
11350,0.026,-0.036,1.009,-0.98,2.823,-70.163
11375,0.025,-0.035,1.006,-2.053,2.847,-70.42
11400,0.028,-0.035,1.007,-0.653,2.87,-70.817
11425,0.031,-0.035,1.01,-0.84,3.267,-71.097
11450,0.029,-0.036,1.004,-1.797,2.59,-71.237
11475,0.031,-0.033,1.006,-1.68,2.357,-71.657
11500,0.027,-0.038,1.005,-0.887,2.38,-71.82
11525,0.029,-0.036,1.007,-0.607,2.123,-71.773
11550,0.028,-0.033,1.008,-1.073,2.147,-71.96
11575,0.028,-0.031,1.006,-1.12,2.38,-71.96
11600,0.03,-0.035,1.007,-0.887,2.427,-71.867
11625,0.031,-0.03,1.01,-0.747,3.29,-70.863
11650,0.034,-0.036,1.004,-1.4,2.59,-71.377
11675,0.039,-0.038,1.002,-1.61,2.73,-70.56
11700,0.032,-0.034,1.008,-1.143,2.777,-69.79
11725,0.031,-0.034,1.003,-1.283,2.427,-69.417
11750,0.029,-0.031,1.008,-1.797,2.823,-68.623
